Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),7.42,6.52,19.32,148.37,6.52,6.52,6.55,6.57,6.79,7.01,7.16,7.86,17.03,2.74
OSL Mismatch Diff % (%),-88.02,-99.85,-75.78,-1760.30,-99.26,-96.88,-96.33,-94.37,-90.28,-80.38,-77.26,-76.01,-75.83,7.73
Output Sequence Length (tokens),245.45,3.00,496.00,4909.00,15.16,63.80,75.10,115.25,199.00,401.75,465.80,491.25,495.05,158.26
Output Token Count (tokens),245.45,3.00,496.00,4909.00,15.16,63.80,75.10,115.25,199.00,401.75,465.80,491.25,495.05,158.26
Output Token Throughput Per User (tokens/sec/user),142.61,51.75,153.41,2852.20,68.10,133.50,139.58,142.62,147.37,152.13,152.72,153.29,153.38,21.35
Prefill Throughput Per User (tokens/sec/user),1391.15,1193.40,3630.38,27823.07,1193.46,1193.70,1193.96,1289.77,1294.12,1295.69,1298.44,1415.45,3187.39,515.24
Request Latency (ms),2035.36,436.66,3625.51,40707.24,519.91,852.92,930.13,1203.84,1750.82,3038.61,3441.04,3596.81,3619.77,1015.67
Time to First Output Token (ms),392.38,142.13,432.38,7847.68,190.61,384.51,397.40,398.24,398.65,399.78,431.42,432.27,432.36,58.91
Time to First Token (ms),392.38,142.13,432.38,7847.68,190.61,384.51,397.40,398.24,398.65,399.78,431.42,432.27,432.36,58.91
Time to Second Token (ms),39.46,3.95,256.90,789.28,3.95,3.96,3.96,34.14,34.35,34.60,34.77,45.98,214.72,51.33
Tokens In Flight (tokens),7288.71,0.00,11101.00,,,,,,6542.45,,10465.79,10637.30,10986.94,2621.50

Metric,Value
Benchmark Duration (sec),3.63
Input Token Throughput (tokens/sec),2829.61
OSL Mismatch Count,20.00
Output Token Throughput (tokens/sec),1346.38
Request Count,20.00
Request Throughput (requests/sec),5.49
Total Input Sequence Length (tokens),10317.00
Total Output Sequence Length (tokens),4909.00
Total Output Tokens (tokens),4909.00
Total Token Throughput (tokens/sec),4175.99
